title,address,advertiser,link,terrace,m2,rooms,price
Gut aufgeteilte 2-Zimmer-Wohnung - Nähe Belvederegarten!,"1040 Wien, 04. Bezirk, Wieden, Belvederegasse 19",IMV Makler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/gut-aufgeteilte-2-zimmer-wohnung-naehe-belvederegarten-1133299585/,,40.0,2.0,854.52
Begehrte Lage - Nähe U1 Keplerplatz!,"1100 Wien, 10. Bezirk, Favoriten, Keplergasse",Lind Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/begehrte-lage-naehe-u1-keplerplatz-1925044911/,,69.0,2.0,942.28
Lichtdurchflutetes Raumwunder in bester Lage!,"1060 Wien, 06. Bezirk, Mariahilf",Rustler Immobilientreuhand GesmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/lichtdurchflutetes-raumwunder-in-bester-lage-1813830833/,,64.0,2.0,912.84
++ GEMÜTLICHE ZWEI Zimmer WOHNUNG ++ ab 15.01.2025,"1170 Wien, 17. Bezirk, Hernals",Prima Service PS Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/-gemuetliche-zwei-zimmer-wohnung-ab-15-01-2025-1599845343/,,60.0,2.0,806.65
4-Zimmer-Maisonette-Wohnung 2./3. Stock,"1090 Wien, 09. Bezirk, Alsergrund, Wiesengasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/4-zimmer-maisonette-wohnung-2-3-stock-1738002221/,"Terrasse, Balkon",89.0,4.0,1990.0
Traumhafte Balkonwohnung - Erstbezug nach Renovierung,"1030 Wien, 03. Bezirk, Landstraße, Kölblgasse 2",Inforeal Anita Letz Immobilienvermittlung,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/traumhafte-balkonwohnung-erstbezug-nach-renovierung-2014074455/,Balkon,65.0,3.0,1490.0
WG Zimmer Hietzing,"1130 Wien, 13. Bezirk, Hietzing",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/wg-zimmer-hietzing-785772437/,Garten,74.0,1.0,800.0
"Charmante 2,5-Zimmer Altbau-Wohnung mit Loggia nahe Pötzleinsdorfer Schlosspark in 1180 Wien zu mieten","1180 Wien, 18. Bezirk, Währing",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/charmante-2-5-zimmer-altbau-wohnung-mit-loggia-nahe-poetzleinsdorfer-schlosspark-in-1180-wien-zu-mieten-2140792394/,Loggia,81.0,2.0,1094.99
"2-Zimmer-Wohnung mit Loggia, Westblick und Klimaanlage! Direkt bei U4+U6 Station Längenfeldgasse - ab Februar 2025","1120 Wien, 12. Bezirk, Meidling",RAAB&RAAB Makler/Innen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/2-zimmer-wohnung-mit-loggia-westblick-und-klimaanlage-direkt-bei-u4-u6-station-laengenfeldgasse-ab-februar-2025-1456008550/,Loggia,47.0,2.0,979.28
"Generalsanierte, Hofseitige 2-Zimmerwohnung mit Tischlerküche","1020 Wien, 02. Bezirk, Leopoldstadt, Mumbgasse 5",Gewerblicher Anbieter,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/generalsanierte-hofseitige-2-zimmerwohnung-mit-tischlerkueche-1139038480/,,55.0,2.0,770.0
(reserviert) 2 Zimmer Gemeindewohnung in zentraler Lage Nähe U4,"1090 Wien, 09. Bezirk, Alsergrund",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/2-zimmer-gemeindewohnung-in-zentraler-lage-naehe-u4-1210817078/,Balkon,66.0,2.0,
ina - Wohnanlage am Leberberg : Top B5-17,"1110 Wien, 11. Bezirk, Simmering, Rosa-Jochmann-Ring 16",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/ina-wohnanlage-am-leberberg-top-b5-17-1212213176/,Terrasse,46.0,2.0,875.97
ina - Wohnanlage am Leberberg : Top A3-49,"1110 Wien, 11. Bezirk, Simmering, Rosa-Jochmann-Ring 16",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/ina-wohnanlage-am-leberberg-top-a3-49-2128415232/,Balkon,49.0,2.0,772.07
Jetzt unbefristet mieten & später zum Fixpreis kaufen - nahe U2 & Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/jetzt-unbefristet-mieten-spaeter-zum-fixpreis-kaufen-nahe-u2-badeteich-hirschstetten-881135545/,"Terrasse, Garten",60.0,2.0,1050.3
Erstbezug in Gersthof - Modernes Wohnen in bester Lage!,"1180 Wien, 18. Bezirk, Währing, Thimiggasse",VEST Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/erstbezug-in-gersthof-modernes-wohnen-in-bester-lage-2119692723/,Terrasse,76.0,2.0,2100.0
orea | Wunderschöne 3-Zimmer Wohnung mit Loggia | Smart besichtigen · Online anmieten,"1170 Wien, 17. Bezirk, Hernals, Paschinggasse",orea GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/orea-wunderschoene-3-zimmer-wohnung-mit-loggia-smart-besichtigen-online-anmieten-1120052640/,Loggia,80.0,3.0,1499.0
ina - Wohnanlage am Leberberg : Top A3-46,"1110 Wien, 11. Bezirk, Simmering, Rosa-Jochmann-Ring 16",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/ina-wohnanlage-am-leberberg-top-a3-46-915431798/,Balkon,46.0,2.0,799.05
ina - Sonnige Wohnung mit schöner Terrasse : Top B2-22,"1110 Wien, 11. Bezirk, Simmering, Rosa-Jochmann-Ring 14",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/ina-sonnige-wohnung-mit-schoener-terrasse-top-b2-22-1542024376/,Terrasse,45.0,2.0,837.7
ina ● Wohnanlage am Leberberg: B1-12,"1110 Wien, 11. Bezirk, Simmering, Rosa-Jochmann-Ring 12-16 / Leberweg 11 12",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/ina-wohnanlage-am-leberberg-b1-12-1773365340/,Balkon,43.0,2.0,757.82
Großzügige Atelierwohnung in ruhiger Lage mit Gartenbenutzung - U3 Hütteldorfer Straße,"1140 Wien, 14. Bezirk, Penzing, Matznergasse",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/grosszuegige-atelierwohnung-in-ruhiger-lage-mit-gartenbenutzung-u3-huetteldorfer-strasse-1372444054/,Garten,170.0,3.0,1541.67
"KARLSKIRCHE PANORAMABLICK | Exklusive 2,5-Zimmer DG mit Galerie","1010 Wien, 01. Bezirk, Innere Stadt, Canovagasse",WOHNkonzept Real Estate GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/karlskirche-panoramablick-exklusive-2-5-zimmer-dg-mit-galerie-1066716181/,Terrasse,120.0,2.0,3275.6
Altbauwohntraum in TOP Lage - Erstbezug nach Sanierung im Herzen von Wien!,"1030 Wien, 03. Bezirk, Landstraße, Reisnerstraße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/altbauwohntraum-in-top-lage-erstbezug-nach-sanierung-im-herzen-von-wien-1983416397/,,144.0,5.0,2822.05
Heller 5-Zimmerwohntraum mit Eigengarten!,"1210 Wien, 21. Bezirk, Floridsdorf, Oskar-Grissemann-Straße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/heller-5-zimmerwohntraum-mit-eigengarten-1156947572/,"Terrasse, Garten",111.0,5.0,2168.34
Karmelitermarkt - wunderschöne 2-Zimmer-Wohnung,"1020 Wien, 02. Bezirk, Leopoldstadt, Floßgasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/karmelitermarkt-wunderschoene-2-zimmer-wohnung-1653805772/,,62.0,2.0,1150.0
Rankgasse: sonnige 1-Zimmer Singlewohnung,"1160 Wien, 16. Bezirk, Ottakring",Adastra Immobilien - WMKM Opfermann e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/rankgasse-sonnige-1-zimmer-singlewohnung-2050099482/,,30.0,1.0,346.92
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1565982963/,Balkon,46.0,2.0,899.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1919193078/,Balkon,66.0,3.0,1399.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1024220515/,Balkon,42.0,2.0,929.0
BELVIEW - HIER WIRD WOHNEN NEU DEFINIERT! - MIT TRAUM-AUSSICHTEN AUF DIE GESAMTE CITY! - JETZT ZUSCHLAGEN,"1100 Wien, 10. Bezirk, Favoriten, Canettistraße 1",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/belview-hier-wird-wohnen-neu-definiert-mit-traum-aussichten-auf-die-gesamte-city-jetzt-zuschlagen-1190077493/,"Balkon, Loggia",50.0,2.0,1182.6
Parkblick - Direkt am Modenapark - sanierte 6-Zimmer-Wohnung (bis zu 4 Schlafzimmer),"1030 Wien, 03. Bezirk, Landstraße",s REAL - Wien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/parkblick-direkt-am-modenapark-sanierte-6-zimmer-wohnung-bis-zu-4-schlafzimmer-898591621/,Balkon,189.0,6.0,3200.09
Frisch renovierte 5-Zimmer-Wohnung mit Freifläche gegenüber dem Botanischen Garten,"1030 Wien, 03. Bezirk, Landstraße",Marschall Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/frisch-renovierte-5-zimmer-wohnung-mit-freiflaeche-gegenueber-dem-botanischen-garten-1799603169/,Balkon,163.0,5.0,2448.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1792323704/,Balkon,49.0,2.0,919.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1093149030/,Balkon,38.0,2.0,829.0
WOHNEN AN DER OBEREN ALTEN DONAU - SINGELHIT - 2 ZIMMER TERRASSENWOHNUNG MIT TRAUMBLICK ÜBER WIEN,"1210 Wien, 21. Bezirk, Floridsdorf, Mühlschüttelgasse",Neutor Real GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/wohnen-an-der-oberen-alten-donau-singelhit-2-zimmer-terrassenwohnung-mit-traumblick-ueber-wien-1713568389/,"Balkon, Loggia",41.0,2.0,830.53
Thaliastraße - 2 Zimmer Neubau mit Balkon im 4. Liftstock,"1160 Wien, 16. Bezirk, Ottakring",BRI Immobilienmakler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/thaliastrasse-2-zimmer-neubau-mit-balkon-im-4-liftstock-881856857/,Balkon,53.0,2.0,935.78
Hofseitige - Neubauwohnung,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Schanzstraße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/hofseitige-neubauwohnung-739170348/,"Terrasse, Loggia, Garten",84.0,3.0,1670.0
Urbanes Leben und Wohnkomfort - Familienfreundlicher ERSTBEZUG,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Schanzstraße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/urbanes-leben-und-wohnkomfort-familienfreundlicher-erstbezug-739170354/,Loggia,80.0,3.0,1499.0
Dachgeschoßwohnung! Familienhit auf der Schmelz,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Schanzstraße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/dachgeschosswohnung-familienhit-auf-der-schmelz-739170411/,"Terrasse, Loggia",75.0,3.0,1599.0
Stammersdorfer Wohnträume erleben: Mietwohnungen mit Option auf zukünftigen Kauf,"1210 Wien, 21. Bezirk, Floridsdorf, Edi-Finger-Straße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/stammersdorfer-wohntraeume-erleben-mietwohnungen-mit-option-auf-zukuenftigen-kauf-739383800/,"Terrasse, Loggia, Garten",46.0,2.0,790.0
3- Zimmer Wohnung in Nähe Alte Donau,"1210 Wien, 21. Bezirk, Floridsdorf, Donaufelder Straße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/3-zimmer-wohnung-in-naehe-alte-donau-1935374305/,Loggia,83.0,3.0,1400.0
Attraktive 5-Zimmerparkwohnung am Danneberplatz - Erstbezug (!),"1030 Wien, 03. Bezirk, Landstraße, Dannebergplatz 19",Matthias Schiffer ImmobilientreuhandgmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/attraktive-5-zimmerparkwohnung-am-danneberplatz-erstbezug-1761356403/,"Balkon, Loggia",172.0,5.0,3702.25
Top - Großzügige 3 Zimmer - Citywohnung am Fleischmarkt im Herzen Wiens (!),"1010 Wien, 01. Bezirk, Innere Stadt",Matthias Schiffer ImmobilientreuhandgmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/top-grosszuegige-3-zimmer-citywohnung-am-fleischmarkt-im-herzen-wiens-1722579008/,,141.0,3.0,2988.02
"""optimale Wohnung für Pendler und Studenten","1140 Wien, 14. Bezirk, Penzing, Lindheimgasse 16",Engl Realitäten GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/-optimale-wohnung-fuer-pendler-und-studenten-1689743691/,,26.0,1.0,630.91
Attraktive 3-Zimmerparkwohnung am Danneberplatz - Erstbezug (!),"1030 Wien, 03. Bezirk, Landstraße, Dannebergplatz 19",Matthias Schiffer ImmobilientreuhandgmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/attraktive-3-zimmerparkwohnung-am-danneberplatz-erstbezug-1635386331/,,134.0,3.0,2824.68
Herrschaftliche Luxusaltbauwohnung nahe Stephansplatz zum Sofortbezug (!),"1010 Wien, 01. Bezirk, Innere Stadt",Matthias Schiffer ImmobilientreuhandgmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/herrschaftliche-luxusaltbauwohnung-nahe-stephansplatz-zum-sofortbezug-1967827283/,,200.0,5.0,4490.29
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1436505906/,Balkon,38.0,2.0,829.0
Anspruchsvolles Wohnen Nähe Schönbrunn | 6 Zimmer | Dachterrasse | Traumblick | Loggia | viele Extras,"1130 Wien, 13. Bezirk, Hietzing",Kratzer Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/anspruchsvolles-wohnen-naehe-schoenbrunn-6-zimmer-dachterrasse-traumblick-loggia-viele-extras-784780161/,"Terrasse, Loggia, Dachterrasse",237.0,6.0,3262.6
U4 in 3 Gehminuten! MEGA-COOLER GRUNDRISS auf 2 Ebenen mit 2 Eingängen,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/u4-in-3-gehminuten-mega-cooler-grundriss-auf-2-ebenen-mit-2-eingaengen-1077367893/,Terrasse,94.0,2.0,1399.0
Klimatisierte ERSTBEZUGs-Wohnung mit Loggia im HOCHHAUS HERRENGASSE!!!!,"1010 Wien, 01. Bezirk, Innere Stadt",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/klimatisierte-erstbezugs-wohnung-mit-loggia-im-hochhaus-herrengasse-1012660939/,Loggia,92.0,3.0,2280.0
Top 3-Zimmer Wohnung im Arsenal!,"1030 Wien, 03. Bezirk, Landstraße, Arsenal 12",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/top-3-zimmer-wohnung-im-arsenal-1090671047/,,75.0,3.0,1200.0
tolles Gesamtpaket __urangenehme Gegend __sonnige Wohnung,"1130 Wien, 13. Bezirk, Hietzing",gross & klein Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/tolles-gesamtpaket-urangenehme-gegend-sonnige-wohnung-1103751504/,,50.0,2.0,556.28
Geschmackvolles Luxusapartment in zentraler Ruhelage | ZELLMANN IMMOBILIEN,"1020 Wien, 02. Bezirk, Leopoldstadt",ZELLMANN IMMOBILIEN,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/geschmackvolles-luxusapartment-in-zentraler-ruhelage-zellmann-immobilien-2076676194/,,98.0,3.0,2279.3
Traumhaftes Luxusapartment in zentraler Ruhelage | ZELLMANN IMMOBILIEN,"1020 Wien, 02. Bezirk, Leopoldstadt",ZELLMANN IMMOBILIEN,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/traumhaftes-luxusapartment-in-zentraler-ruhelage-zellmann-immobilien-952085215/,,94.0,4.0,2358.4
"* ruhige 2,5 Zimmer Altbauwohnung mit praktischem Grundriss in bester Lage! * ab sofort * Innenstadt / Salzgries *","1010 Wien, 01. Bezirk, Innere Stadt",Mittelsmann Philipp Sulek GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/-ruhige-2-5-zimmer-altbauwohnung-mit-praktischem-grundriss-in-bester-lage-ab-sofort-innenstadt-salzgries-1165812807/,,104.0,2.0,2134.23
Toller 2-Zimmer Grundriss in Ruhelage in 1100 Wien - ab sofort verfügbar. - WOHNTRAUM,"1100 Wien, 10. Bezirk, Favoriten, Czeikestraße 2",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/toller-2-zimmer-grundriss-in-ruhelage-in-1100-wien-ab-sofort-verfuegbar-wohntraum-1817009970/,"Balkon, Loggia",52.0,2.0,949.99
Neu sanierte und modern möblierte Wohnung mit Klimaanlage in 1050 Wien,"1050 Wien, 05. Bezirk, Margareten, Margaretengürtel 4-8",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/neu-sanierte-und-modern-moeblierte-wohnung-mit-klimaanlage-in-1050-wien-1362122279/,Balkon,56.0,2.0,1249.0
Wohnung mit Garten,"1230 Wien, 23. Bezirk, Liesing",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/wohnung-mit-garten-2082419942/,"Terrasse, Loggia, Garten",89.0,3.0,1450.0
2-Zimmer-Gartenwohnung mit Terrasse - in Grünruhelage in 1210 Wien zu mieten,"1210 Wien, 21. Bezirk, Floridsdorf",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/2-zimmer-gartenwohnung-mit-terrasse-in-gruenruhelage-in-1210-wien-zu-mieten-1526395962/,"Terrasse, Garten",46.0,2.0,949.0
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1645081340/,"Terrasse, Garten",61.0,2.0,1021.29
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-2007409782/,"Terrasse, Loggia, Garten",65.0,2.0,952.21
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-2101373536/,"Balkon, Loggia, Garten",54.0,2.0,910.77
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1496492997/,"Balkon, Garten",75.0,3.0,1200.89
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1306881573/,"Balkon, Garten",75.0,3.0,1173.25
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1411629680/,"Balkon, Garten",75.0,3.0,1173.25
Bestlage Botschaftsviertel - 3 Zimmer Wohnung mit großer Loggia und Garage,"1040 Wien, 04. Bezirk, Wieden",Turpin immobilien Treuhand  GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/bestlage-botschaftsviertel-3-zimmer-wohnung-mit-grosser-loggia-und-garage-1654398006/,"Loggia, Garten",105.0,3.0,2170.15
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1557624503/,"Terrasse, Garten",62.0,2.0,1035.1
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1697992153/,"Balkon, Loggia, Garten",82.0,3.0,1200.89
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1414675612/,"Balkon, Garten",80.0,3.0,1187.06
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1695789091/,"Balkon, Garten",81.0,3.0,1228.51
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1474081269/,"Balkon, Loggia, Garten",54.0,2.0,896.96
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1477430534/,"Balkon, Loggia, Garten",54.0,2.0,896.96
Gretls Garten - Miete mit Kaufoption - Erstbezug nahe Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gretls-garten-miete-mit-kaufoption-erstbezug-nahe-badeteich-hirschstetten-1164549563/,"Terrasse, Garten",63.0,2.0,979.85
